time,month,hours_after_sunset,bat_landing_number,food_availability,rat_minutes,rat_arrival_number
2018-04-27 21:48:00,4,2.5,64,3.0,8.05,5
2018-04-27 22:18:00,4,3.0,38,3.0,2.166666667,1
2018-04-27 22:48:00,4,3.5,39,3.0,12.75,2
2018-04-27 23:18:00,4,4.0,54,3.0,1.533333333,1
2018-04-27 23:48:00,4,4.5,66,3.0,9.316666667,1
2018-04-28 00:18:00,4,5.0,56,3.0,7.65,4
2018-04-28 00:48:00,4,5.5,60,3.0,2.666666667,2
2018-04-28 01:18:00,4,6.0,71,3.0,0.533333333,1
2018-04-28 01:48:00,4,6.5,52,3.0,1.55,1
2018-04-28 02:18:00,4,7.0,51,3.0,2.466666667,3
2018-04-28 02:48:00,4,7.5,47,2.935104364,4.4,2
2018-04-28 03:18:00,4,8.0,30,2.611764706,4.233333333,3
2018-04-28 03:48:00,4,8.5,6,2.258823529,42.43333333,2
2018-04-28 04:18:00,4,9.0,11,2.010626186,27.6,4
2018-04-28 04:48:00,4,9.5,8,2.0,18.65,5
2018-04-28 05:18:00,4,10.0,10,2.0,6.383333333,4
2018-04-28 05:48:00,4,10.5,10,2.0,21.8,2
2018-04-28 07:18:00,4,12.0,3,2.0,0.0,0
2018-04-28 07:48:00,4,12.5,1,0.0,0.0,0
2018-04-28 08:18:00,4,13.0,6,0.0,0.0,0
2018-04-28 17:19:00,4,-2.0,4,4.0,0.0,0
2018-04-28 17:49:00,4,-1.5,8,4.0,0.0,0
2018-04-28 18:19:00,4,-1.0,17,4.0,0.0,0
2018-04-28 18:49:00,4,-0.5,15,3.899524061,7.483333333,1
2018-04-28 19:19:00,4,0.0,21,3.442622951,5.2,2
2018-04-28 19:49:00,4,0.5,14,3.041248017,6.15,3
2018-04-28 20:19:00,4,1.0,21,3.0,4.616666667,3
2018-04-28 20:49:00,4,1.5,25,3.0,12.11666667,2
2018-04-28 21:19:00,4,2.0,35,3.0,0.966666667,2
2018-04-28 21:49:00,4,2.5,55,3.0,0.0,0
2018-04-28 22:19:00,4,3.0,65,3.0,0.0,0
2018-04-28 22:49:00,4,3.5,54,3.0,10.91666667,1
2018-04-28 23:19:00,4,4.0,76,3.0,2.85,1
2018-04-28 23:49:00,4,4.5,97,2.9243604,0.016666667,1
2018-04-29 00:19:00,4,5.0,89,2.465517241,5.166666667,1
2018-04-29 00:49:00,4,5.5,100,2.043381535,5.366666667,3
2018-04-29 01:19:00,4,6.0,78,2.0,11.23333333,2
2018-04-29 01:49:00,4,6.5,78,2.0,2.766666667,1
2018-04-29 02:19:00,4,7.0,65,2.0,0.0,0
2018-04-29 02:49:00,4,7.5,41,1.897849462,16.86666667,3
2018-04-29 03:19:00,4,8.0,29,1.433333333,13.68333333,2
2018-04-29 03:49:00,4,8.5,18,1.035483871,7.566666667,4
2018-04-29 04:19:00,4,9.0,7,1.0,12.45,3
2018-04-29 04:49:00,4,9.5,7,1.0,14.78333333,4
2018-04-29 05:19:00,4,10.0,0,1.0,14.45,4
2018-04-29 05:49:00,4,10.5,3,1.0,13.23333333,4
2018-04-29 06:19:00,4,11.0,3,1.0,0.0,0
2018-04-29 07:19:00,4,12.0,7,1.0,0.0,0
2018-04-29 07:49:00,4,12.5,3,1.0,0.0,0
2018-04-29 08:19:00,4,13.0,3,1.0,0.0,0
2018-04-29 17:19:00,4,-2.0,10,4.0,1.95,1
2018-04-29 17:49:00,4,-1.5,3,4.0,3.7,1
2018-04-29 18:19:00,4,-1.0,14,4.0,0.0,0
2018-04-29 18:49:00,4,-0.5,20,4.0,0.0,0
2018-04-29 19:19:00,4,0.0,28,4.0,0.0,0
2018-04-29 19:49:00,4,0.5,31,3.94044665,0.0,0
2018-04-29 20:19:00,4,1.0,15,3.538461538,11.6,1
2018-04-29 20:49:00,4,1.5,17,3.104218362,4.983333333,1
2018-04-29 21:19:00,4,2.0,33,3.0,0.0,0
2018-04-29 21:49:00,4,2.5,29,3.0,0.0,0
2018-04-29 22:19:00,4,3.0,20,3.0,0.0,0
2018-04-29 22:49:00,4,3.5,53,2.914905451,13.45,1
2018-04-29 23:19:00,4,4.0,49,2.448275862,0.0,0
2018-04-29 23:49:00,4,4.5,53,2.036707453,0.0,0
2018-04-30 00:19:00,4,5.0,68,2.0,0.0,0
2018-04-30 00:49:00,4,5.5,45,2.0,0.0,0
2018-04-30 01:19:00,4,6.0,45,2.0,17.81666667,1
2018-04-30 01:49:00,4,6.5,53,2.0,0.0,0
2018-04-30 02:19:00,4,7.0,42,2.0,7.783333333,1
2018-04-30 02:49:00,4,7.5,32,1.901144641,6.883333333,1
2018-04-30 03:19:00,4,8.0,16,1.451612903,5.116666667,1
2018-04-30 03:49:00,4,8.5,10,1.047346514,30.0,1
2018-04-30 04:19:00,4,9.0,5,1.0,23.58333333,1
2018-04-30 04:49:00,4,9.5,7,1.0,0.0,0
2018-04-30 05:19:00,4,10.0,2,1.0,4.75,1
2018-04-30 05:49:00,4,10.5,1,1.0,0.0,0
2018-04-30 06:49:00,4,11.5,2,1.0,0.0,0
2018-04-30 17:50:00,4,-1.5,7,4.0,0.0,0
2018-04-30 18:20:00,4,-1.0,22,4.0,0.0,0
2018-04-30 18:50:00,4,-0.5,34,3.965211891,0.0,0
2018-04-30 19:20:00,4,0.0,45,3.509803922,0.0,0
2018-04-30 19:50:00,4,0.5,38,3.041745731,0.0,0
2018-04-30 20:20:00,4,1.0,41,3.0,0.0,0
2018-04-30 20:50:00,4,1.5,39,3.0,1.85,1
2018-04-30 21:20:00,4,2.0,29,3.0,3.55,2
2018-04-30 21:50:00,4,2.5,23,3.0,8.416666667,2
2018-04-30 22:20:00,4,3.0,13,3.0,6.066666667,1
2018-04-30 22:50:00,4,3.5,18,3.0,5.75,2
2018-04-30 23:20:00,4,4.0,41,3.0,12.15,1
2018-04-30 23:50:00,4,4.5,52,3.0,3.516666667,1
2018-01-05 00:20:00,5,5.0,45,3.0,15.73333333,1
2018-01-05 00:50:00,5,5.5,36,2.930875576,0.0,0
2018-01-05 01:20:00,5,6.0,43,2.464285714,6.783333333,1
2018-01-05 01:50:00,5,6.5,49,2.038018433,0.0,0
2018-01-05 02:20:00,5,7.0,48,2.0,3.416666667,1
2018-01-05 02:50:00,5,7.5,26,2.0,0.0,0
2018-01-05 03:20:00,5,8.0,12,2.0,8.916666667,1
2018-01-05 03:50:00,5,8.5,6,2.0,21.23333333,4
2018-01-05 04:20:00,5,9.0,2,2.0,69.61666667,4
2018-01-05 04:50:00,5,9.5,7,2.0,50.61666667,6
2018-01-05 05:20:00,5,10.0,8,2.0,16.41666667,4
2018-01-05 05:50:00,5,10.5,4,2.0,0.0,0
2018-01-05 06:50:00,5,11.5,2,2.0,0.0,0
2018-01-05 07:20:00,5,12.0,3,2.0,0.0,0
2018-01-05 07:50:00,5,12.5,4,2.0,0.0,0
2018-01-05 17:21:00,5,-2.0,2,4.0,0.0,0
2018-01-05 17:51:00,5,-1.5,13,4.0,0.0,0
2018-01-05 18:21:00,5,-1.0,17,4.0,0.0,0
2018-01-05 18:51:00,5,-0.5,21,4.0,18.36666667,1
2018-01-05 19:21:00,5,0.0,29,4.0,0.0,0
2018-01-05 19:51:00,5,0.5,10,3.877842411,0.0,0
2018-01-05 20:21:00,5,1.0,29,3.409836066,0.0,0
2018-01-05 20:51:00,5,1.5,15,3.02908514,6.266666667,1
2018-01-05 21:21:00,5,2.0,19,3.0,11.45,1
2018-01-05 21:51:00,5,2.5,15,3.0,4.883333333,1
2018-01-05 22:21:00,5,3.0,12,3.0,12.2,1
2018-01-05 22:51:00,5,3.5,17,3.0,4.783333333,1
2018-01-05 23:21:00,5,4.0,39,3.0,0.466666667,1
2018-01-05 23:51:00,5,4.5,20,3.0,6.3,1
2018-02-05 00:21:00,5,5.0,30,3.0,4.116666667,1
2018-02-05 00:51:00,5,5.5,34,3.0,7.216666667,1
2018-02-05 01:21:00,5,6.0,36,3.0,1.9,2
2018-02-05 01:51:00,5,6.5,35,3.0,14.0,2
2018-02-05 02:21:00,5,7.0,35,3.0,17.03333333,4
2018-02-05 02:51:00,5,7.5,17,3.0,36.9,4
2018-02-05 03:21:00,5,8.0,15,3.0,2.133333333,2
2018-02-05 03:51:00,5,8.5,11,3.0,7.133333333,2
2018-02-05 04:21:00,5,9.0,4,3.0,44.31666667,7
2018-02-05 04:51:00,5,9.5,3,3.0,25.2,4
2018-02-05 05:21:00,5,10.0,2,3.0,9.25,2
2018-02-05 05:51:00,5,10.5,4,3.0,7.05,1
2018-02-05 06:21:00,5,11.0,3,3.0,0.0,0
2018-02-05 06:51:00,5,11.5,2,3.0,0.0,0
2018-02-05 07:21:00,5,12.0,2,3.0,0.0,0
2018-02-05 08:21:00,5,13.0,4,3.0,0.0,0
2018-02-05 17:21:00,5,-2.0,10,4.0,0.0,0
2018-02-05 17:51:00,5,-1.5,5,4.0,0.0,0
2018-02-05 18:21:00,5,-1.0,2,4.0,11.48333333,1
2018-02-05 18:51:00,5,-0.5,18,3.94057725,5.25,1
2018-02-05 19:21:00,5,0.0,22,3.49122807,8.4,2
2018-02-05 19:51:00,5,0.5,31,3.051499717,3.566666667,2
2018-02-05 20:21:00,5,1.0,26,3.0,4.633333333,2
2018-02-05 20:51:00,5,1.5,27,3.0,5.383333333,2
2018-02-05 21:21:00,5,2.0,19,3.0,0.0,0
2018-02-05 21:51:00,5,2.5,43,3.0,4.45,2
2018-02-05 22:21:00,5,3.0,30,3.0,0.0,0
2018-02-05 22:51:00,5,3.5,20,3.0,25.71666667,5
2018-02-05 23:21:00,5,4.0,32,3.0,0.0,0
2018-02-05 23:51:00,5,4.5,47,3.0,9.0,1
2018-03-05 00:21:00,5,5.0,31,3.0,0.0,0
2018-03-05 00:51:00,5,5.5,40,3.0,0.0,0
2018-03-05 01:21:00,5,6.0,40,3.0,0.0,0
2018-03-05 01:51:00,5,6.5,18,2.916347731,5.116666667,1
2018-03-05 02:21:00,5,7.0,20,2.457627119,0.883333333,1
2018-03-05 02:51:00,5,7.5,24,2.042646255,0.0,0
2018-03-05 03:21:00,5,8.0,25,2.0,12.05,3
2018-03-05 03:51:00,5,8.5,10,2.0,42.88333333,3
2018-03-05 04:21:00,5,9.0,2,2.0,106.6333333,6
2018-03-05 04:51:00,5,9.5,0,2.0,120.0,4
2018-03-05 05:21:00,5,10.0,1,2.0,111.5333333,4
2018-03-05 05:51:00,5,10.5,2,2.0,1.05,1
2018-03-05 06:21:00,5,11.0,2,2.0,0.233333333,1
2018-03-05 06:51:00,5,11.5,16,2.0,0.0,0
2018-03-05 17:22:00,5,-2.0,0,4.0,5.316666667,2
2018-03-05 17:52:00,5,-1.5,6,4.0,0.0,0
2018-03-05 18:22:00,5,-1.0,12,4.0,2.766666667,1
2018-03-05 18:52:00,5,-0.5,31,3.896118097,23.21666667,1
2018-03-05 19:22:00,5,0.0,23,3.423728814,11.0,2
2018-03-05 19:52:00,5,0.5,11,3.030071077,6.733333333,4
2018-03-05 20:22:00,5,1.0,19,3.0,1.716666667,2
2018-03-05 20:52:00,5,1.5,11,3.0,10.08333333,3
2018-03-05 21:22:00,5,2.0,27,3.0,1.65,1
2018-03-05 21:52:00,5,2.5,16,3.0,2.7,2
2018-03-05 22:22:00,5,3.0,69,3.0,0.0,0
2018-03-05 22:52:00,5,3.5,21,3.0,0.0,0
2018-03-05 23:22:00,5,4.0,46,3.0,3.883333333,2
2018-03-05 23:52:00,5,4.5,14,3.0,12.61666667,2
2018-04-05 00:22:00,5,5.0,14,3.0,8.633333333,1
2018-04-05 00:52:00,5,5.5,22,3.0,0.0,0
2018-04-05 01:22:00,5,6.0,11,3.0,0.0,0
2018-04-05 01:52:00,5,6.5,27,2.906506288,9.65,1
2018-04-05 02:22:00,5,7.0,30,2.440677966,0.383333333,2
2018-04-05 02:52:00,5,7.5,30,2.036085293,36.7,5
2018-04-05 03:22:00,5,8.0,25,2.0,0.0,0
2018-04-05 03:52:00,5,8.5,17,2.0,15.46666667,2
2018-04-05 04:22:00,5,9.0,6,2.0,8.533333333,3
2018-04-05 04:52:00,5,9.5,5,2.0,10.55,3
2018-04-05 05:22:00,5,10.0,8,2.0,23.3,6
2018-04-05 05:52:00,5,10.5,2,2.0,17.56666667,2
2018-04-05 06:22:00,5,11.0,3,2.0,0.0,0
2018-04-05 06:52:00,5,11.5,2,2.0,0.0,0
2018-04-05 08:22:00,5,13.0,2,0.0,0.0,0
2018-04-05 17:53:00,5,-1.5,14,4.0,0.0,0
2018-04-05 18:23:00,5,-1.0,32,4.0,3.566666667,1
2018-04-05 18:53:00,5,-0.5,19,3.856399584,0.0,0
2018-04-05 19:23:00,5,0.0,16,3.387096774,2.666666667,1
2018-04-05 19:53:00,5,0.5,16,3.023413111,5.466666667,2
2018-04-05 20:23:00,5,1.0,16,3.0,27.83333333,3
2018-04-05 20:53:00,5,1.5,23,3.0,23.61666667,3
2018-04-05 21:23:00,5,2.0,20,3.0,3.983333333,2
2018-04-05 21:53:00,5,2.5,8,3.0,1.716666667,2
2018-04-05 22:23:00,5,3.0,27,3.0,5.716666667,3
2018-04-05 22:53:00,5,3.5,31,3.0,1.6,1
2018-04-05 23:23:00,5,4.0,20,3.0,3.083333333,1
2018-04-05 23:53:00,5,4.5,17,3.0,3.6,2
2018-05-05 00:23:00,5,5.0,24,3.0,6.3,3
2018-05-05 00:53:00,5,5.5,14,3.0,36.91666667,3
2018-05-05 01:23:00,5,6.0,24,3.0,0.0,0
2018-05-05 01:53:00,5,6.5,26,2.871523915,5.55,1
2018-05-05 02:23:00,5,7.0,31,2.379310345,2.083333333,1
2018-05-05 02:53:00,5,7.5,29,2.015572859,0.933333333,3
2018-05-05 03:23:00,5,8.0,17,2.0,8.25,2
2018-05-05 03:53:00,5,8.5,10,2.0,0.0,0
2018-05-05 04:23:00,5,9.0,7,2.0,54.4,3
2018-05-05 04:53:00,5,9.5,8,2.0,0.0,0
2018-05-05 05:23:00,5,10.0,1,2.0,0.0,0
2018-05-05 05:53:00,5,10.5,6,2.0,5.4,2
2018-05-05 06:23:00,5,11.0,3,2.0,0.0,0
2018-05-05 06:53:00,5,11.5,5,2.0,0.0,0
2018-05-05 07:23:00,5,12.0,5,2.0,0.0,0
2018-05-05 07:53:00,5,12.5,1,2.0,0.0,0
2018-05-05 08:23:00,5,13.0,3,0.0,0.0,0
2018-05-05 17:24:00,5,-2.0,10,4.0,0.0,0
2018-05-05 17:54:00,5,-1.5,8,4.0,0.0,0
2018-05-05 18:24:00,5,-1.0,28,4.0,0.0,0
2018-05-05 18:54:00,5,-0.5,26,3.838709677,0.0,0
2018-05-05 19:24:00,5,0.0,23,3.35,11.8,1
2018-05-05 19:54:00,5,0.5,16,3.011290323,0.0,0
2018-05-05 20:24:00,5,1.0,18,3.0,0.0,0
2018-05-05 20:54:00,5,1.5,18,3.0,0.0,0
2018-05-05 21:24:00,5,2.0,17,3.0,0.0,0
2018-05-05 21:54:00,5,2.5,20,3.0,28.76666667,2
2018-05-05 22:24:00,5,3.0,22,3.0,2.766666667,2
2018-05-05 22:54:00,5,3.5,23,3.0,4.133333333,2
2018-05-05 23:24:00,5,4.0,21,3.0,1.05,1
2018-05-05 23:54:00,5,4.5,35,3.0,0.0,0
2018-06-05 00:24:00,5,5.0,49,3.0,0.0,0
2018-06-05 00:54:00,5,5.5,45,3.0,0.0,0
2018-06-05 01:24:00,5,6.0,42,3.0,0.0,0
2018-06-05 01:54:00,5,6.5,26,3.0,13.61666667,1
2018-06-05 02:24:00,5,7.0,16,3.0,0.0,0
2018-06-05 02:54:00,5,7.5,15,3.0,7.05,2
2018-06-05 03:24:00,5,8.0,27,3.0,15.61666667,1
2018-06-05 03:54:00,5,8.5,21,2.838709677,0.716666667,2
2018-06-05 04:24:00,5,9.0,8,2.35,3.416666667,1
2018-06-05 04:54:00,5,9.5,19,2.011290323,17.68333333,6
2018-06-05 05:24:00,5,10.0,13,2.0,1.866666667,1
2018-06-05 05:54:00,5,10.5,3,2.0,0.0,0
2018-06-05 06:54:00,5,11.5,7,2.0,0.0,0
2018-06-05 07:54:00,5,12.5,3,0.0,0.0,0
2018-06-05 17:24:00,5,-2.0,10,4.0,0.0,0
2018-06-05 17:54:00,5,-1.5,6,4.0,0.0,0
2018-06-05 18:24:00,5,-1.0,3,4.0,0.0,0
2018-06-05 18:54:00,5,-0.5,15,4.0,0.0,0
2018-06-05 19:24:00,5,0.0,5,4.0,0.0,0
2018-06-05 19:54:00,5,0.5,27,4.0,0.0,0
2018-06-05 20:24:00,5,1.0,17,4.0,0.0,0
2018-06-05 20:54:00,5,1.5,31,3.860887097,0.0,0
2018-06-05 21:24:00,5,2.0,8,3.40625,0.0,0
2018-06-05 21:54:00,5,2.5,17,3.033266129,0.0,0
2018-06-05 22:24:00,5,3.0,15,3.0,0.0,0
2018-06-05 22:54:00,5,3.5,10,3.0,0.0,0
2018-06-05 23:24:00,5,4.0,20,3.0,9.35,1
2018-06-05 23:54:00,5,4.5,13,3.0,1.95,1
2018-07-05 00:24:00,5,5.0,13,3.0,1.483333333,2
2018-07-05 00:54:00,5,5.5,20,3.0,2.833333333,3
2018-07-05 01:24:00,5,6.0,24,3.0,0.0,0
2018-07-05 01:54:00,5,6.5,28,3.0,0.0,0
2018-07-05 02:24:00,5,7.0,14,3.0,24.4,4
2018-07-05 02:54:00,5,7.5,27,3.0,4.066666667,1
2018-07-05 03:24:00,5,8.0,11,3.0,27.0,4
2018-07-05 03:54:00,5,8.5,13,2.88856305,2.083333333,5
2018-07-05 04:24:00,5,9.0,14,2.381818182,25.78333333,3
2018-07-05 04:54:00,5,9.5,6,2.012316716,0.0,0
2018-07-05 05:24:00,5,10.0,13,2.0,22.43333333,3
2018-07-05 05:54:00,5,10.5,5,2.0,0.0,0
2018-07-05 06:24:00,5,11.0,8,2.0,0.0,0
2018-07-05 06:54:00,5,11.5,5,2.0,0.0,0
2018-07-05 07:24:00,5,12.0,3,2.0,0.0,0
2018-07-05 07:54:00,5,12.5,1,2.0,0.0,0
2018-07-05 17:25:00,5,-2.0,14,4.0,0.0,0
2018-07-05 17:55:00,5,-1.5,20,4.0,0.0,0
2018-07-05 18:25:00,5,-1.0,22,4.0,3.9,1
2018-07-05 18:55:00,5,-0.5,23,3.856819468,1.283333333,1
2018-07-05 19:25:00,5,0.0,32,3.350877193,0.0,0
2018-07-05 19:55:00,5,0.5,46,3.008488964,0.0,0
2018-07-05 20:25:00,5,1.0,17,3.0,0.0,0
2018-07-05 20:55:00,5,1.5,17,3.0,3.55,3
2018-07-05 21:25:00,5,2.0,28,3.0,0.0,0
2018-07-05 21:55:00,5,2.5,22,3.0,0.333333333,1
2018-07-05 22:25:00,5,3.0,19,3.0,0.0,0
2018-07-05 22:55:00,5,3.5,35,3.0,0.0,0
2018-07-05 23:25:00,5,4.0,22,3.0,7.133333333,1
2018-07-05 23:55:00,5,4.5,18,2.835975943,0.0,0
2018-08-05 00:25:00,5,5.0,27,2.338983051,3.466666667,1
2018-08-05 00:55:00,5,5.5,38,2.008201203,1.383333333,1
2018-08-05 01:25:00,5,6.0,46,2.0,0.0,0
2018-08-05 01:55:00,5,6.5,48,2.0,0.0,0
2018-08-05 02:25:00,5,7.0,59,2.0,2.766666667,1
2018-08-05 02:55:00,5,7.5,28,2.0,0.85,1
2018-08-05 03:25:00,5,8.0,24,2.0,3.05,1
2018-08-05 03:55:00,5,8.5,31,2.0,5.066666667,2
2018-08-05 04:25:00,5,9.0,18,1.615384615,0.0,0
2018-08-05 04:55:00,5,9.5,13,1.037220844,1.616666667,1
2018-08-05 05:25:00,5,10.0,10,1.0,2.183333333,1
2018-08-05 05:55:00,5,10.5,2,1.0,0.0,0
2018-08-05 06:25:00,5,11.0,3,0.0,0.0,0
2018-08-05 08:25:00,5,13.0,3,0.0,0.0,0
2018-08-05 23:56:00,5,4.5,44,0.0,0.0,0
2018-09-05 00:26:00,5,5.0,59,0.0,0.0,0
2018-09-05 00:56:00,5,5.5,82,0.0,0.0,0
2018-09-05 01:26:00,5,6.0,27,0.0,4.35,1
2018-09-05 01:56:00,5,6.5,32,0.0,0.0,0
2018-09-05 02:26:00,5,7.0,52,0.0,6.666666667,1
2018-09-05 02:56:00,5,7.5,34,0.0,4.066666667,1
2018-09-05 03:26:00,5,8.0,29,0.0,4.933333333,1
2018-09-05 03:56:00,5,8.5,21,0.0,1.166666667,2
2018-09-05 04:26:00,5,9.0,15,0.0,24.26666667,2
2018-09-05 04:56:00,5,9.5,15,0.0,6.633333333,2
2018-09-05 05:26:00,5,10.0,6,0.0,0.0,0
2018-09-05 05:56:00,5,10.5,1,0.0,0.0,0
2018-09-05 06:26:00,5,11.0,2,0.0,0.0,0
2018-09-05 06:56:00,5,11.5,8,0.0,0.0,0
2018-09-05 07:26:00,5,12.0,2,0.0,0.0,0
2018-09-05 08:26:00,5,13.0,1,0.0,0.0,0
2018-09-05 08:56:00,5,13.5,1,0.0,0.0,0
2018-09-05 17:26:00,5,-2.0,8,4.0,0.0,0
2018-09-05 17:56:00,5,-1.5,22,4.0,0.0,0
2018-09-05 18:26:00,5,-1.0,44,4.0,0.0,0
2018-09-05 18:56:00,5,-0.5,45,3.811290323,0.0,0
2018-09-05 19:26:00,5,0.0,31,3.316666667,0.0,0
2018-09-05 19:56:00,5,0.5,12,3.005376344,0.0,0
2018-09-05 20:26:00,5,1.0,35,3.0,0.0,0
2018-09-05 20:56:00,5,1.5,49,3.0,0.0,0
2018-09-05 21:26:00,5,2.0,64,3.0,0.0,0
2018-09-05 21:56:00,5,2.5,31,3.0,0.0,0
2018-09-05 22:26:00,5,3.0,13,3.0,0.0,0
2018-09-05 22:56:00,5,3.5,14,3.0,0.0,0
2018-09-05 23:26:00,5,4.0,42,3.0,0.0,0
2018-09-05 23:56:00,5,4.5,18,3.0,0.0,0
2018-10-05 00:26:00,5,5.0,37,3.0,0.0,0
2018-10-05 00:56:00,5,5.5,40,3.0,1.433333333,1
2018-10-05 01:26:00,5,6.0,34,3.0,7.433333333,1
2018-10-05 01:56:00,5,6.5,33,3.0,0.0,0
2018-10-05 02:26:00,5,7.0,30,3.0,1.383333333,1
2018-10-05 02:56:00,5,7.5,12,3.0,4.116666667,1
2018-10-05 03:26:00,5,8.0,10,3.0,5.65,1
2018-10-05 03:56:00,5,8.5,24,2.823084677,0.0,0
2018-10-05 04:26:00,5,9.0,14,2.359375,5.55,2
2018-10-05 04:56:00,5,9.5,25,2.018145161,1.55,1
2018-10-05 05:26:00,5,10.0,19,2.0,2.516666667,2
2018-10-05 05:56:00,5,10.5,8,2.0,1.883333333,1
2018-10-05 06:26:00,5,11.0,9,2.0,0.0,0
2018-10-05 06:56:00,5,11.5,7,2.0,0.0,0
2018-10-05 07:26:00,5,12.0,3,2.0,0.0,0
2018-10-05 07:56:00,5,12.5,1,2.0,0.0,0
2018-10-05 08:26:00,5,13.0,3,2.0,0.0,0
2018-10-05 17:27:00,5,-2.0,5,4.0,0.0,0
2018-10-05 17:57:00,5,-1.5,11,4.0,0.0,0
2018-10-05 18:27:00,5,-1.0,6,4.0,0.0,0
2018-10-05 18:57:00,5,-0.5,6,3.828133263,0.0,0
2018-10-05 19:27:00,5,0.0,1,3.344262295,0.0,0
2018-10-05 19:57:00,5,0.5,4,3.011105235,23.43333333,2
2018-10-05 20:27:00,5,1.0,18,3.0,4.333333333,2
2018-10-05 20:57:00,5,1.5,38,3.0,1.733333333,1
2018-10-05 21:27:00,5,2.0,24,3.0,0.0,0
2018-10-05 21:57:00,5,2.5,36,3.0,4.383333333,1
2018-10-05 22:27:00,5,3.0,34,3.0,0.0,0
2018-10-05 22:57:00,5,3.5,21,3.0,0.0,0
2018-10-05 23:27:00,5,4.0,26,3.0,1.1,1
2018-10-05 23:57:00,5,4.5,32,3.0,5.783333333,1
2018-11-05 00:27:00,5,5.0,17,3.0,0.0,0
2018-11-05 00:57:00,5,5.5,28,3.0,0.0,0
2018-11-05 01:27:00,5,6.0,29,3.0,8.283333333,2
2018-11-05 01:57:00,5,6.5,29,2.819243604,4.716666667,2
2018-11-05 02:27:00,5,7.0,12,2.310344828,25.1,2
2018-11-05 02:57:00,5,7.5,23,2.003337041,0.0,0
2018-11-05 03:27:00,5,8.0,11,2.0,0.0,0
2018-11-05 03:57:00,5,8.5,13,2.0,7.133333333,2
2018-11-05 04:27:00,5,9.0,15,2.0,6.983333333,2
2018-11-05 04:57:00,5,9.5,5,2.0,3.45,1
2018-11-05 05:27:00,5,10.0,3,2.0,6.55,2
2018-11-05 05:57:00,5,10.5,3,2.0,3.266666667,1
2018-11-05 06:27:00,5,11.0,3,2.0,0.0,0
2018-11-05 06:57:00,5,11.5,3,2.0,0.0,0
2018-11-05 07:27:00,5,12.0,5,2.0,0.0,0
2018-11-05 07:57:00,5,12.5,11,2.0,0.0,0
2018-11-05 08:27:00,5,13.0,3,0.0,0.0,0
2018-05-13 20:29:00,5,1.0,1,4.0,0.0,0
2018-05-13 20:59:00,5,1.5,10,3.885116016,0.0,0
2018-05-13 21:29:00,5,2.0,8,3.622807018,0.0,0
2018-05-13 21:59:00,5,2.5,21,3.359649123,7.9,2
2018-05-13 22:29:00,5,3.0,16,3.099320883,5.1,3
2018-05-13 22:59:00,5,3.5,30,3.0,0.0,0
2018-05-13 23:29:00,5,4.0,21,3.0,0.6,1
2018-05-13 23:59:00,5,4.5,2,3.0,32.46666667,3
2018-05-14 00:29:00,5,5.0,42,3.0,4.633333333,2
2018-05-14 00:59:00,5,5.5,26,3.0,17.26666667,2
2018-05-14 01:29:00,5,6.0,37,3.0,1.55,1
2018-05-14 01:59:00,5,6.5,32,3.0,0.0,0
2018-05-14 02:29:00,5,7.0,34,3.0,0.0,0
2018-05-14 02:59:00,5,7.5,23,3.0,0.0,0
2018-05-14 03:29:00,5,8.0,24,3.0,11.1,1
2018-05-14 03:59:00,5,8.5,14,3.0,1.2,2
2018-05-14 04:29:00,5,9.0,11,3.0,2.133333333,1
2018-05-14 04:59:00,5,9.5,4,3.0,13.78333333,3
2018-05-14 05:29:00,5,10.0,6,3.0,3.883333333,2
2018-05-14 05:59:00,5,10.5,10,3.0,0.0,0
2018-05-14 06:29:00,5,11.0,7,3.0,0.0,0
2018-05-14 07:59:00,5,12.5,1,3.0,0.0,0
2018-05-16 17:31:00,5,-2.0,1,4.0,0.0,0
2018-05-16 18:01:00,5,-1.5,1,4.0,0.0,0
2018-05-16 19:01:00,5,-0.5,11,3.737704918,0.0,0
2018-05-16 20:01:00,5,0.5,3,3.0,2.9,1
2018-05-16 20:31:00,5,1.0,33,3.0,0.0,0
2018-05-16 21:01:00,5,1.5,12,3.0,3.0,1
2018-05-16 21:31:00,5,2.0,17,3.0,4.5,4
2018-05-16 22:01:00,5,2.5,39,3.0,2.85,4
2018-05-16 22:31:00,5,3.0,19,2.999471179,5.6,3
2018-05-16 23:01:00,5,3.5,37,2.737704918,0.0,0
2018-05-16 23:31:00,5,4.0,40,2.245901639,0.0,0
2018-05-17 00:01:00,5,4.5,31,2.0,0.0,0
2018-05-17 00:31:00,5,5.0,22,2.0,0.0,0
2018-05-17 01:01:00,5,5.5,21,2.0,0.0,0
2018-05-17 01:31:00,5,6.0,35,2.0,0.2,1
2018-05-17 02:01:00,5,6.5,28,2.0,0.0,0
2018-05-17 02:31:00,5,7.0,20,2.0,3.466666667,1
2018-05-17 03:01:00,5,7.5,42,1.809384164,2.1,1
2018-05-17 03:31:00,5,8.0,30,1.272727273,3.083333333,2
2018-05-17 04:01:00,5,8.5,14,1.0,2.716666667,1
2018-05-17 04:31:00,5,9.0,24,1.0,3.666666667,1
2018-05-17 05:01:00,5,9.5,16,1.0,3.383333333,1
2018-05-17 05:31:00,5,10.0,15,1.0,0.0,0
